Iteration,test_mse
370,0.002789194229990244
371,0.0027986248023808002
372,0.002865580841898918
373,0.002850220538675785
374,0.002948182402178645
375,0.0028720046393573284
376,0.0029248588252812624
377,0.002822952577844262
378,0.002834957791492343
379,0.002808334305882454
380,0.002806865144520998
381,0.002867534989491105
382,0.002843705704435706
383,0.0029312288388609886
384,0.002873044926673174
385,0.0029533104971051216
386,0.002857397310435772
387,0.00289547024294734
388,0.0028116144239902496
389,0.0028226030990481377
390,0.0028207539580762386
391,0.002820707391947508
392,0.0028849723748862743
393,0.0028584857936948538
394,0.0029688975773751736
395,0.002918163314461708
396,0.0030300866346806288
397,0.0029142536222934723
398,0.0029364419169723988
399,0.0028045056387782097
400,0.0028080518823117018
401,0.002840283792465925
402,0.0028418586589396
403,0.0029503866098821163
404,0.0028814731631428003
405,0.0029379893094301224
406,0.002830217592418194
407,0.0028400924056768417
408,0.002817095723003149
409,0.0028200463857501745
410,0.002891597570851445
411,0.0028597847558557987
412,0.0029493996407836676
413,0.002877279417589307
414,0.0029329515527933836
415,0.002838003681972623
416,0.002856315579265356
417,0.002819176996126771
418,0.002826030133292079
419,0.0028647647704929113
420,0.002847356256097555
421,0.0029279428999871016
422,0.002886528614908457
423,0.0029913585167378187
424,0.0029206539038568735
425,0.003000935073941946
426,0.0028786747716367245
427,0.002899338025599718
428,0.0028199665248394012
429,0.0028291083872318268
430,0.002875120146200061
431,0.002863063011318445
432,0.0029608183540403843
433,0.002902715466916561
434,0.0029839782509952784
435,0.0028830876108258963
436,0.002912563504651189
437,0.0028300206176936626
438,0.002838823478668928
439,0.002862139604985714
440,0.00285524595528841
441,0.002940465696156025
442,0.0029002444352954626
443,0.0030007401946932077
444,0.0029163153376430273
445,0.0029801258351653814
446,0.0028652064502239227
447,0.0028816121630370617
448,0.0028406623750925064
449,0.0028472719714045525
450,0.0029047548305243254
451,0.0028838932048529387
452,0.002980450401082635
453,0.0029197244439274073
454,0.0030025008600205183
455,0.0028964311350136995
456,0.002926252782344818
457,0.002848027041181922
458,0.0028602026868611574
459,0.0028812424279749393
460,0.0028742505237460136
461,0.0029589419718831778
462,0.002917838515713811
463,0.0030243382789194584
464,0.002942809136584401
465,0.0030076794791966677
466,0.0028850240632891655
467,0.002899328013882041
468,0.0028551165014505386
469,0.0028653976041823626
470,0.002930622547864914
471,0.0029053115285933018
472,0.0030068757478147745
473,0.0029372023418545723
474,0.003014196874573827
475,0.0029032574966549873
476,0.002924744738265872
477,0.002860436914488673
478,0.00287090172059834
479,0.0029149337206035852
480,0.00289635150693357
481,0.002984001301229
482,0.0029264730401337147
483,0.0030116424895823
484,0.002919889520853758
485,0.0029663669411092997
486,0.0028803476598113775
487,0.0029011359438300133
488,0.002886105328798294
489,0.0028880457393825054
490,0.0029354949947446585
491,0.0029077280778437853
492,0.002999375807121396
493,0.002950608031824231
494,0.0030644116923213005
495,0.0029750182293355465
496,0.0030500683933496475
497,0.002916553756222129
498,0.0029341464396566153
499,0.0028748302720487118
500,0.0028833565302193165
501,0.0029517284128814936
502,0.0029237233102321625
503,0.003023242810741067
504,0.0029447320848703384
505,0.003006036626175046
506,0.0028991480357944965
507,0.0029195905663073063
508,0.0028883495833724737
509,0.002894327277317643
510,0.002955895848572254
511,0.0029273133259266615
512,0.0030235310550779104
513,0.0029583110008388758
514,0.003043639939278364
515,0.0029353508725762367
516,0.002969896188005805
517,0.002888553077355027
518,0.0029030947480350733
519,0.0029243608005344868
520,0.002912703435868025
521,0.0029967587906867266
522,0.002949074376374483
523,0.003049673279747367
524,0.0029616437386721373
525,0.0030218104366213083
526,0.002909878036007285
527,0.0029327140655368567
528,0.0028983689844608307
529,0.002903109649196267
530,0.002956234849989414
531,0.0029267764184623957
532,0.003019259311258793
533,0.002958843018859625
534,0.003041595220565796
535,0.0029403979424387217
536,0.002987088868394494
537,0.0028988837730139494
538,0.002916790312156081
539,0.0029105697758495808
540,0.0029068351723253727
541,0.002966485684737563
542,0.0029356000013649464
543,0.0030245459638535976
544,0.0029622428119182587
545,0.0030605243518948555
546,0.002959353383630514
547,0.0030117915011942387
548,0.0029033496975898743
549,0.0029201814904809
550,0.002906887326389551
551,0.002909744158387184
552,0.0029725541826337576
553,0.0029364400543272495
554,0.0030292982701212168
555,0.00295835267752409
556,0.0030342855025082827
557,0.0029342379420995712
558,0.0029718615114688873
559,0.0028994581662118435
560,0.0029178746044635773
561,0.0029249631334096193
562,0.002917246427386999
563,0.0029832287691533566
564,0.0029465765692293644
565,0.003042834345251322
566,0.002977518131956458
567,0.0030755940824747086
568,0.002963280538097024
569,0.0030084564350545406
570,0.002902908017858863
571,0.0029167826287448406
572,0.0029253207612782717
573,0.002920372411608696
574,0.0030026331078261137
575,0.0029570015612989664
576,0.003045544493943453
577,0.002952496986836195
578,0.002998731564730406
579,0.0029109730385243893
580,0.002928591100499034
581,0.002924272557720542
582,0.0029226907063275576
583,0.0029838725458830595
584,0.002948332577943802
585,0.003037618938833475
586,0.0029715723358094692
587,0.003055068664252758
588,0.0029550783801823854
589,0.0030021914280951023
590,0.002917300909757614
591,0.002938399789854884
592,0.002927895402535796
593,0.0029253182001411915
594,0.002977076917886734
595,0.0029485642444342375
596,0.003028673818334937
597,0.002974350471049547
598,0.0030683407094329596
599,0.0029787193052470684
600,0.0030460525304079056
601,0.002940149512141943
602,0.002969566034153104
603,0.0029201910365372896
604,0.0029298129957169294
605,0.0029624728485941887
606,0.0029428729321807623
607,0.0030198164749890566
608,0.0029697732534259558
609,0.003059712238609791
610,0.0029766506049782038
611,0.003044532611966133
612,0.0029442564118653536
613,0.0029782908968627453
614,0.0029244713950902224
615,0.0029368859250098467
616,0.0029542858246713877
617,0.00294114975258708
618,0.0030073022935539484
619,0.0029676847625523806
620,0.0030644889920949936
621,0.0029957126826047897
622,0.0030902710277587175
623,0.0029797099996358156
624,0.0030232304707169533
625,0.0029219980351626873
626,0.00293818861246109
627,0.002941099926829338
628,0.0029354181606322527
629,0.0030119684524834156
630,0.0029667741619050503
631,0.0030553736723959446
632,0.00297123403288424
633,0.0030269369017332792
634,0.0029329336248338223
635,0.0029570194892585278
636,0.002930872142314911
637,0.0029344733338803053
638,0.002984112361446023
639,0.0029568676836788654
640,0.0030383351258933544
641,0.002980937948450446
642,0.003070771461352706
643,0.0029768086969852448
644,0.003034997498616576
645,0.0029358542524278164
646,0.0029583934228867292
647,0.002934386022388935
648,0.0029364638030529022
649,0.0029819845221936703
650,0.0029582299757748842
651,0.0030376396607607603
652,0.002979330252856016
653,0.003068412421271205
654,0.002978849457576871
655,0.003039952600374818
656,0.0029459218494594097
657,0.002972441492602229
658,0.002934110350906849
659,0.0029438489582389593
660,0.0029730559326708317
661,0.002951839240267873
662,0.0030191410332918167
663,0.0029731676913797855
664,0.0030626815278083086
665,0.002992263063788414
666,0.0030798926018178463
667,0.002982762875035405
668,0.0030403772834688425
669,0.0029436370823532343
670,0.0029657958075404167
671,0.002940056612715125
672,0.0029421020299196243
673,0.002992593450471759
674,0.0029640500433743
675,0.0030466443859040737
676,0.0029877591878175735
677,0.0030854155775159597
678,0.0029946533031761646
679,0.003057129681110382
680,0.002951295580714941
681,0.002979069948196411
682,0.002934860996901989
683,0.002942184917628765
684,0.002983062295243144
685,0.002959161065518856
686,0.0030419803224503994
687,0.002983666956424713
688,0.0030650224070996046
689,0.0029813603032380342
690,0.003037216141819954
691,0.0029478378128260374
692,0.002973958384245634
693,0.0029437036719173193
694,0.0029488378204405308
695,0.0029850287828594446
696,0.0029614644590765238
697,0.0030339104123413563
698,0.002990072825923562
699,0.003085240488871932
700,0.0030104159377515316
701,0.0030991816893219948
702,0.0029862388037145138
703,0.0030231415294110775
704,0.0029338293243199587
705,0.0029468233697116375
706,0.0029612837824970484
707,0.002953113289549947
708,0.0030312570743262768
709,0.002984510501846671
710,0.0030692624859511852
711,0.0029820699710398912
712,0.0030292633455246687
713,0.002942536026239395
714,0.0029587377794086933
715,0.002952014096081257
716,0.002951032714918256
717,0.003004941390827298
718,0.002972239628434181
719,0.0030546891503036022
720,0.0029945792630314827
721,0.0030704971868544817
722,0.0029778028838336468
723,0.0030235936865210533
724,0.0029430685099214315
725,0.002961307531222701
726,0.0029532003682106733
727,0.002953923074528575
728,0.0030065232422202826
729,0.0029745614156126976
730,0.0030562500469386578
731,0.003001273376867175
732,0.0030844025313854218
733,0.0029916935600340366
734,0.003043834585696459
735,0.0029481060337275267
736,0.0029691371601074934
737,0.0029515058267861605
738,0.002952245296910405
739,0.003005064558237791
740,0.0029767199885100126
741,0.0030576486606150866
742,0.0029997443780303
743,0.003074193373322487
744,0.0029792969580739737
745,0.003020673058927059
746,0.0029444368556141853
747,0.0029606118332594633
748,0.0029654991813004017
749,0.002959974342957139
750,0.0030173184350132942
751,0.002985544502735138
752,0.003064083866775036
753,0.00299998396076262
754,0.003075443906709552
755,0.0029827880207449198
756,0.0030280831269919872
757,0.0029513852205127478
758,0.00296864565461874
759,0.0029648463241755962
760,0.0029650689102709293
761,0.0030181482434272766
762,0.002988936146721244
763,0.003075714921578765
764,0.003017017850652337
765,0.0031034345738589764
766,0.003002646379172802
767,0.0030457002576440573
768,0.0029508082661777735
769,0.0029661403968930244
770,0.00296708638779819
771,0.002963429782539606
772,0.00303372903726995
773,0.0029972160700708628
774,0.003076914232224226
775,0.0030013490468263626
776,0.003057370660826564
777,0.0029629410710185766
778,0.002986746374517679
779,0.0029576809611171484
780,0.002964421408250928
781,0.0030092753004282713
782,0.0029852204024791718
783,0.003059716196730733
784,0.00301166670396924
785,0.0030864584259688854
786,0.0030011688359081745
787,0.0030562186148017645
788,0.002964845160022378
789,0.0029876823537051678
790,0.002970087807625532
791,0.0029733905103057623
792,0.0030168741941452026
793,0.002993605565279722
794,0.003065947676077485
795,0.0030172609258443117
796,0.0030988682992756367
797,0.0030116946436464787
798,0.003069613128900528
799,0.0029751600231975317
800,0.0029983636923134327
801,0.0029721513856202364
802,0.002978578209877014
803,0.0030149423982948065
804,0.0029950684402137995
805,0.0030645907390862703
806,0.003017222275957465
807,0.0030954403337091208
808,0.003014093264937401
809,0.0030744012910872698
810,0.0029830762650817633
811,0.0030100569128990173
812,0.0029775607399642467
813,0.0029861002694815397
814,0.0030178085435181856
815,0.0030013613868504763
816,0.0030674005392938852
817,0.003027163213118911
818,0.0031130658462643623
819,0.003034960012882948
820,0.003112358972430229
821,0.003003492718562484
822,0.003035210072994232
823,0.0029749192763119936
824,0.0029873994644731283
825,0.003015868365764618
826,0.003003738820552826
827,0.0030796071514487267
828,0.003034032881259918
829,0.0031117815524339676
830,0.0030225852970033884
831,0.0030757486820220947
832,0.0029823987279087305
833,0.0030036321841180325
834,0.002992392750456929
835,0.002994500333443284
836,0.003051553387194872
837,0.0030212230049073696
838,0.003099157242104411
839,0.0030408932361751795
840,0.0031119901686906815
841,0.0030126848723739386
842,0.0030581310857087374
843,0.002984004095196724
844,0.0029976158402860165
845,0.0030156883876770735
846,0.003008057828992605
847,0.0030743980314582586
848,0.003035181201994419
849,0.0031129333656281233
850,0.0030365786515176296
851,0.003098459681496024
852,0.002994394628331065
853,0.003023791592568159
854,0.0029958514496684074
855,0.0029996680095791817
856,0.003045076970010996
857,0.003025673096999526
858,0.003093006322160363
859,0.003041589166969061
860,0.0031194447074085474
861,0.003025058191269636
862,0.003074362874031067
863,0.0029941373504698277
864,0.0030108701903373003
865,0.0030166730284690857
866,0.003012428991496563
867,0.0030651744455099106
868,0.0030372613109648228
869,0.0031131270807236433
870,0.0030490632634609938
871,0.0031226896680891514
872,0.0030151652172207832
873,0.0030518381390720606
874,0.0029967930167913437
875,0.0030068010091781616
876,0.003034034511074424
877,0.003023846773430705
878,0.0030930000357329845
879,0.0030473433434963226
880,0.003124467097222805
881,0.003036254085600376
882,0.0030852153431624174
883,0.0029978291131556034
884,0.003021490527316928
885,0.0030182763002812862
886,0.003014997113496065
887,0.0030702322255820036
888,0.003044192912057042
889,0.0031111142598092556
890,0.0030521396547555923
891,0.0031283798161894083
892,0.0030255743768066168
893,0.0030665684025734663
894,0.0030061565339565277
895,0.0030195361468940973
896,0.0030387495644390583
897,0.0030278691556304693
898,0.0030856761150062084
899,0.0030497058760374784
900,0.0031215460039675236
901,0.003046094672754407
902,0.003115245373919606
903,0.003020590404048562
904,0.00304897571913898
905,0.003017633920535445
906,0.0030238996259868145
907,0.003049357095733285
908,0.003037253161892295
909,0.003094340208917856
910,0.0030554032418876886
911,0.0031417154241353273
912,0.0030586610082536936
913,0.003128032898530364
914,0.0030336640775203705
915,0.0030625599902123213
916,0.0030114466790109873
917,0.0030238693580031395
918,0.0030494495294988155
919,0.0030353774782270193
920,0.0031015563290566206
921,0.003056799527257681
922,0.0031424816697835922
923,0.003058392321690917
924,0.003121748799458146
925,0.003025928745046258
926,0.0030507068149745464
927,0.0030133568216115236
928,0.003024281468242407
929,0.0030615145806223154
930,0.0030412860214710236
931,0.0031103689689189196
932,0.0030598961748182774
933,0.0031345428433269262
934,0.0030477361287921667
935,0.0031013507395982742
936,0.0030185540672391653
937,0.0030388538725674152
938,0.0030319925863295794
939,0.003030998632311821
940,0.003074671607464552
941,0.0030529063660651445
942,0.003123687580227852
943,0.0030653683934360743
944,0.0031474577262997627
945,0.003053112654015422
946,0.0031020238529890776
947,0.00302068330347538
948,0.0030382536351680756
949,0.003039091592654586
950,0.0030347458086907864
951,0.0030833513010293245
952,0.00305750360712409
953,0.003133729798719287
954,0.003070917446166277
955,0.003149784868583083
956,0.0030485307797789574
957,0.0030896507669240236
958,0.0030210628174245358
959,0.0030337641946971416
960,0.0030459610279649496
961,0.0030407027807086706
962,0.00309568177908659
963,0.0030608230736106634
964,0.0031330459751188755
965,0.0030613343697041273
966,0.0031229821033775806
967,0.0030351905152201653
968,0.0030652766581624746
969,0.0030303150415420532
970,0.0030393379274755716
971,0.003063739277422428
972,0.003050140803679824
973,0.003108337987214327
974,0.0030702706426382065
975,0.0031490649562329054
976,0.0030760893132537603
977,0.003146926872432232
978,0.003051778068765998
979,0.003086101496592164
980,0.003031195607036352
981,0.00304224481806159
982,0.0030578700825572014
983,0.003050953382626176
984,0.0031042315531522036
985,0.003069956786930561
986,0.003147571347653866
987,0.0030790730379521847
988,0.0031431943643838167
989,0.00305347447283566
990,0.003091224003583193
991,0.0030355872586369514
992,0.0030473764054477215
993,0.0030603590421378613
994,0.0030552237294614315
995,0.00309959938749671
996,0.0030696161556988955
997,0.0031413561664521694
998,0.003081349655985832
999,0.0031557471957057714
