Iteration,test_r2
0,-2.1241753101348877
1,-1.0144352912902832
2,-0.12170279026031494
3,-0.5696456432342529
4,-0.5718952417373657
5,-0.26217448711395264
6,-0.05007755756378174
7,-0.056902527809143066
8,-0.12754297256469727
9,-0.13643741607666016
10,-0.07082176208496094
11,0.0296667218208313
12,0.10986721515655518
13,0.13489097356796265
14,0.12885010242462158
15,0.14746052026748657
16,0.2017536759376526
17,0.2564529776573181
18,0.2775806188583374
19,0.2677127718925476
20,0.25550562143325806
21,0.259130597114563
22,0.2760416865348816
23,0.2925834059715271
24,0.29573965072631836
25,0.2842608094215393
26,0.27066493034362793
27,0.2670639753341675
28,0.2740185260772705
29,0.2843584418296814
30,0.2921721339225769
31,0.2970895767211914
32,0.30252718925476074
33,0.3110666275024414
34,0.3216671347618103
35,0.330913245677948
36,0.33634424209594727
37,0.3388264775276184
38,0.34150779247283936
39,0.34561169147491455
40,0.35098880529403687
41,0.3578864336013794
42,0.36587756872177124
43,0.373313307762146
44,0.37977343797683716
45,0.3868110775947571
46,0.39540576934814453
47,0.40462726354599
48,0.4173734188079834
49,0.4335610866546631
50,0.4541580080986023
51,0.48024964332580566
52,0.5095866918563843
53,0.5397279262542725
54,0.565705418586731
55,0.588875412940979
56,0.6095710396766663
57,0.6275633573532104
58,0.6448939442634583
59,0.6593731641769409
60,0.6701076030731201
61,0.6793875694274902
62,0.6849573254585266
63,0.6871851682662964
64,0.6898115277290344
65,0.6992651224136353
66,0.7045059204101562
67,0.7060943841934204
68,0.7143295407295227
69,0.7162952423095703
70,0.7213894724845886
71,0.7259758710861206
72,0.7309813499450684
73,0.7353720664978027
74,0.7364779114723206
75,0.74226975440979
76,0.7458283305168152
77,0.7495206594467163
78,0.7527226805686951
79,0.7557759284973145
80,0.7591873407363892
81,0.7614526748657227
82,0.7658666372299194
83,0.7695813179016113
84,0.7719124555587769
85,0.7776602506637573
86,0.7816869020462036
87,0.7851611375808716
88,0.7893016338348389
89,0.7901169061660767
90,0.7952368855476379
91,0.793207585811615
92,0.7991737127304077
93,0.8013964295387268
94,0.8092472553253174
95,0.8118690252304077
96,0.8109340071678162
97,0.8136245012283325
98,0.8130292892456055
99,0.8189795017242432
100,0.8211216926574707
101,0.8202381134033203
102,0.8222970366477966
103,0.8206232786178589
104,0.8269908428192139
105,0.8281890153884888
106,0.831305205821991
107,0.8332666158676147
108,0.8313747644424438
109,0.8337182998657227
110,0.82768315076828
111,0.8319778442382812
112,0.8304953575134277
113,0.8414937257766724
114,0.8441013693809509
115,0.8393827676773071
116,0.8423815369606018
117,0.8446273803710938
118,0.8478467464447021
119,0.8478100895881653
120,0.8448142409324646
121,0.8506754636764526
122,0.8526139855384827
123,0.8522769212722778
124,0.8533506393432617
125,0.8519723415374756
126,0.8559291362762451
127,0.8571246862411499
128,0.8603267669677734
129,0.8617480993270874
130,0.8601037859916687
131,0.8594649434089661
132,0.8525068759918213
133,0.8520739674568176
134,0.8539998531341553
135,0.8667892217636108
136,0.869501531124115
137,0.8625969290733337
138,0.8660158514976501
139,0.8714104294776917
140,0.8691353797912598
141,0.8681207895278931
142,0.8718011379241943
143,0.8750621676445007
144,0.873632550239563
145,0.8724455237388611
146,0.877936601638794
147,0.8789348602294922
148,0.8757584095001221
149,0.8776636719703674
150,0.8786982297897339
151,0.8821553587913513
152,0.8826555609703064
153,0.8797069787979126
154,0.8805509209632874
155,0.8789612650871277
156,0.8838653564453125
157,0.8844394087791443
158,0.8862391710281372
159,0.8862913846969604
160,0.885662853717804
161,0.8865325450897217
162,0.882886528968811
163,0.8821911811828613
164,0.8764141798019409
165,0.8797177672386169
166,0.8806082606315613
167,0.8881758451461792
168,0.8896450996398926
169,0.8870646357536316
170,0.8878662586212158
171,0.8880021572113037
172,0.8910487294197083
173,0.8911879658699036
174,0.8893224596977234
175,0.8916783332824707
176,0.8917903900146484
177,0.892839789390564
178,0.8932400345802307
179,0.8914331197738647
180,0.8935327529907227
181,0.8927097916603088
182,0.8942130208015442
183,0.8946232199668884
184,0.8944094181060791
185,0.8948152661323547
186,0.8930773138999939
187,0.894238293170929
188,0.8907613754272461
189,0.8913255929946899
190,0.886144757270813
191,0.8879333734512329
192,0.8881913423538208
193,0.8959963321685791
194,0.8980603218078613
195,0.8945490121841431
196,0.8936114311218262
197,0.8925895094871521
198,0.8976893424987793
199,0.8987331390380859
200,0.8953859806060791
201,0.8956520557403564
202,0.8952604532241821
203,0.8990083932876587
204,0.8990453481674194
205,0.8957329988479614
206,0.8967004418373108
207,0.896104633808136
208,0.8991262912750244
209,0.8994427919387817
210,0.8977885246276855
211,0.8981204032897949
212,0.8964295983314514
213,0.8992561101913452
214,0.8989123106002808
215,0.9000537395477295
216,0.9003008008003235
217,0.899141252040863
218,0.8995510935783386
219,0.8972479701042175
220,0.8985503315925598
221,0.8950607776641846
222,0.89690101146698
223,0.8944283723831177
224,0.8984282612800598
225,0.8986654877662659
226,0.9018202424049377
227,0.9017113447189331
228,0.9004586935043335
229,0.900824248790741
230,0.8975818753242493
231,0.8991875052452087
232,0.8977516293525696
233,0.9011410474777222
234,0.9007269740104675
235,0.9026506543159485
236,0.9024710655212402
237,0.9013433456420898
238,0.901927649974823
239,0.8991715908050537
240,0.9000144004821777
241,0.8964760303497314
242,0.8982758522033691
243,0.8953118324279785
244,0.9000893831253052
245,0.9009854197502136
246,0.9037021398544312
247,0.9035845398902893
248,0.9003393650054932
249,0.9007803797721863
250,0.8989470601081848
251,0.9028563499450684
252,0.9028284549713135
253,0.9042977094650269
254,0.9040342569351196
255,0.9016038775444031
256,0.9024362564086914
257,0.8999165892601013
258,0.9021337032318115
259,0.9005764126777649
260,0.9037244319915771
261,0.9030587673187256
262,0.9044828414916992
263,0.9044137597084045
264,0.9035322070121765
265,0.9040930271148682
266,0.9015883803367615
267,0.9024468660354614
268,0.8977091312408447
269,0.898861289024353
270,0.894477367401123
271,0.8995996713638306
272,0.9014754891395569
273,0.9063199758529663
274,0.9056291580200195
275,0.9005754590034485
276,0.9019612669944763
277,0.9014440774917603
278,0.9062013030052185
279,0.9065573811531067
280,0.903520405292511
281,0.9035493731498718
282,0.9017378091812134
283,0.9056017398834229
284,0.905805766582489
285,0.9056289792060852
286,0.9056287407875061
287,0.9029698967933655
288,0.9048523306846619
289,0.9036374092102051
290,0.9061504602432251
291,0.9056820869445801
292,0.9061947464942932
293,0.9061026573181152
294,0.9046891927719116
295,0.9055016040802002
296,0.9029850959777832
297,0.9042693972587585
298,0.9005664587020874
299,0.9027553200721741
300,0.8997533917427063
301,0.9041773676872253
302,0.9043008089065552
303,0.9073782563209534
304,0.9071775674819946
305,0.9049543738365173
306,0.9053292274475098
307,0.9020516276359558
308,0.9048198461532593
309,0.9036104083061218
310,0.9068799018859863
311,0.906609833240509
312,0.9065767526626587
313,0.9066152572631836
314,0.9041600823402405
315,0.9054418206214905
316,0.9027847647666931
317,0.9052703380584717
318,0.9035036563873291
319,0.9065150022506714
320,0.9058383107185364
321,0.9072602987289429
322,0.9072238206863403
323,0.9063019156455994
324,0.9067140221595764
325,0.9043902158737183
326,0.9054098129272461
327,0.9016425609588623
328,0.9033096432685852
329,0.8994205594062805
330,0.9034532904624939
331,0.9032970070838928
332,0.9079988598823547
333,0.9079968929290771
334,0.9060536623001099
335,0.9060742855072021
336,0.9025129079818726
337,0.9055435061454773
338,0.904964804649353
339,0.9080691337585449
340,0.9077602624893188
341,0.9063812494277954
342,0.9066715240478516
343,0.9037924408912659
344,0.9061065912246704
345,0.9046446084976196
346,0.9074774384498596
347,0.9069626331329346
348,0.9077407121658325
349,0.9076817035675049
350,0.9059608578681946
351,0.9069334268569946
352,0.9040654301643372
353,0.9058111310005188
354,0.9031535387039185
355,0.905943751335144
356,0.9043670892715454
357,0.9076300859451294
358,0.9070765972137451
359,0.9080971479415894
360,0.9080276489257812
361,0.9066605567932129
362,0.9071846008300781
363,0.9044014811515808
364,0.9056462049484253
365,0.9019126892089844
366,0.9043850898742676
367,0.9019254446029663
368,0.906254231929779
369,0.9061979651451111
370,0.9085801243782043
371,0.9082710146903992
372,0.9060764312744141
373,0.9065799117088318
374,0.9033690690994263
375,0.9058659076690674
376,0.9041334986686707
377,0.907473623752594
378,0.9070801734924316
379,0.9079527854919434
380,0.9080009460449219
381,0.9060124158859253
382,0.9067934155464172
383,0.9039247632026672
384,0.9058318138122559
385,0.9032009840011597
386,0.9063446521759033
387,0.9050967693328857
388,0.9078452587127686
389,0.9074851274490356
390,0.9075456857681274
391,0.9075472354888916
392,0.9054408669471741
393,0.9063090085983276
394,0.9026901125907898
395,0.9043529629707336
396,0.9006845355033875
397,0.9044811129570007
398,0.9037538766860962
399,0.9080782532691956
400,0.9079620242118835
401,0.9069055914878845
402,0.906853973865509
403,0.9032968282699585
404,0.9055555462837219
405,0.9037031531333923
406,0.9072355031967163
407,0.9069118499755859
408,0.9076656103134155
409,0.9075689315795898
410,0.9052237272262573
411,0.906266450881958
412,0.9033291339874268
413,0.905692994594574
414,0.9038682579994202
415,0.9069803357124329
416,0.9063801169395447
417,0.9075974225997925
418,0.907372772693634
419,0.9061031937599182
420,0.906673789024353
421,0.9040324687957764
422,0.9053898453712463
423,0.901953935623169
424,0.9042713642120361
425,0.901639997959137
426,0.9056472778320312
427,0.9049699902534485
428,0.9075714945793152
429,0.9072718620300293
430,0.9057638049125671
431,0.906158983707428
432,0.9029548764228821
433,0.9048593044281006
434,0.9021958112716675
435,0.9055026173591614
436,0.9045365452766418
437,0.9072420001029968
438,0.9069534540176392
439,0.9061892628669739
440,0.9064151644706726
441,0.9036219716072083
442,0.9049403071403503
443,0.9016463756561279
444,0.9044135808944702
445,0.9023220539093018
446,0.9060887098312378
447,0.905551016330719
448,0.9068931937217712
449,0.9066765308380127
450,0.9047924280166626
451,0.9054762125015259
452,0.9023114442825317
453,0.9043018221855164
454,0.9015886783599854
455,0.9050652980804443
456,0.9040878415107727
457,0.9066517949104309
458,0.9062527418136597
459,0.9055631160736084
460,0.9057922959327698
461,0.9030163884162903
462,0.9043636322021484
463,0.9008729457855225
464,0.9035452008247375
465,0.9014189839363098
466,0.9054391384124756
467,0.9049703478813171
468,0.9064194560050964
469,0.9060824513435364
