Iteration,test_r2
470,0.9039446115493774
471,0.9047741889953613
472,0.9014453291893005
473,0.9037289619445801
474,0.9012053608894348
475,0.9048415422439575
476,0.9041372537612915
477,0.9062450528144836
478,0.9059020280838013
479,0.9044588208198547
480,0.9050679206848145
481,0.9021950364112854
482,0.9040806293487549
483,0.9012890458106995
484,0.9042963981628418
485,0.9027730226516724
486,0.9055924415588379
487,0.9049111008644104
488,0.905403733253479
489,0.9053401350975037
490,0.9037849307060242
491,0.9046950340270996
492,0.9016911387443542
493,0.9032895565032959
494,0.899559497833252
495,0.9024894833564758
496,0.9000295996665955
497,0.9044057130813599
498,0.9038290977478027
499,0.9057732820510864
500,0.9054937958717346
501,0.9032528400421143
502,0.9041707515716553
503,0.9009088277816772
504,0.9034821391105652
505,0.901472806930542
506,0.9049762487411499
507,0.904306173324585
508,0.9053301811218262
509,0.9051342606544495
510,0.9031162261962891
511,0.9040530920028687
512,0.9008994102478027
513,0.9030370712280273
514,0.9002403020858765
515,0.9037896394729614
516,0.9026573896408081
517,0.9053235054016113
518,0.9048469066619873
519,0.9041498303413391
520,0.9045319557189941
521,0.901776909828186
522,0.9033398628234863
523,0.9000425338745117
524,0.9029278755187988
525,0.9009557962417603
526,0.9046245217323303
527,0.9038760662078857
528,0.9050017595291138
529,0.9048463702201843
530,0.9031051397323608
531,0.9040706753730774
532,0.9010394215583801
533,0.9030196666717529
534,0.900307297706604
535,0.9036241769790649
536,0.9020938277244568
537,0.9049848914146423
538,0.9043979644775391
539,0.9046018719673157
540,0.9047242999076843
541,0.902769148349762
542,0.9037814736366272
543,0.9008661508560181
544,0.902908205986023
545,0.899686872959137
546,0.903002917766571
547,0.9012841582298279
548,0.904838502407074
549,0.9042868614196777
550,0.9047225713729858
551,0.9046289324760437
552,0.9025702476501465
553,0.903753936290741
554,0.9007103443145752
555,0.9030357003211975
556,0.9005469083786011
557,0.903826117515564
558,0.9025929570198059
559,0.9049660563468933
560,0.9043624401092529
561,0.9041301012039185
562,0.9043830633163452
563,0.9022203683853149
564,0.9034217000007629
565,0.900266706943512
566,0.9024075269699097
567,0.8991929888725281
568,0.902874231338501
569,0.901393473148346
570,0.9048529863357544
571,0.9043982625007629
572,0.9041183590888977
573,0.9042806029319763
574,0.9015843868255615
575,0.9030799865722656
576,0.9001778960227966
577,0.9032276272773743
578,0.9017122387886047
579,0.9045886397361755
580,0.9040111899375916
581,0.9041527509689331
582,0.9042046070098877
583,0.9021992683410645
584,0.9033641219139099
585,0.9004376530647278
586,0.9026024341583252
587,0.8998656868934631
588,0.903143048286438
589,0.9015988111495972
590,0.904381275177002
591,0.9036896824836731
592,0.9040340185165405
593,0.9041184782981873
594,0.9024220108985901
595,0.9033565521240234
596,0.9007308483123779
597,0.9025113582611084
598,0.8994306921958923
599,0.9023681879043579
600,0.9001612067222595
601,0.9036323428153992
602,0.9026681780815125
603,0.9042865037918091
604,0.9039711356163025
605,0.9029006958007812
606,0.9035431146621704
607,0.9010211229324341
608,0.9026613831520081
609,0.8997135162353516
610,0.9024359583854675
611,0.9002110362052917
612,0.9034977555274963
613,0.9023821949958801
614,0.9041461944580078
615,0.903739333152771
616,0.9031690359115601
617,0.9035995602607727
618,0.9014313220977783
619,0.902729868888855
620,0.8995569348335266
621,0.9018111824989319
622,0.8987119197845459
623,0.9023357033729553
624,0.9009092450141907
625,0.9042273163795471
626,0.9036966562271118
627,0.9036011695861816
628,0.9037874341011047
629,0.9012783765792847
630,0.9027596712112427
631,0.8998557329177856
632,0.9026135206222534
633,0.9007877707481384
634,0.9038688540458679
635,0.9030793905258179
636,0.9039364457130432
637,0.9038183689117432
638,0.9021914005279541
639,0.903084397315979
640,0.9004141688346863
641,0.9022954702377319
642,0.8993510007858276
643,0.9024307727813721
644,0.9005235433578491
645,0.9037731289863586
646,0.9030343890190125
647,0.9038212299346924
648,0.9037531614303589
649,0.9022611379623413
650,0.9030397534370422
651,0.9004369974136353
652,0.9023481607437134
653,0.8994283676147461
654,0.9023638963699341
655,0.900361180305481
656,0.9034431576728821
657,0.9025739431381226
658,0.9038302898406982
659,0.903511106967926
660,0.9025537967681885
661,0.903249204158783
662,0.9010432958602905
663,0.9025501012802124
664,0.8996161818504333
665,0.9019242525100708
666,0.899052083492279
667,0.9022356271743774
668,0.9003472328186035
669,0.90351802110672
670,0.9027917385101318
671,0.9036353826522827
672,0.9035683870315552
673,0.9019134044647217
674,0.9028489589691162
675,0.9001418352127075
676,0.9020718932151794
677,0.8988710641860962
678,0.9018459320068359
679,0.8997981548309326
680,0.9032670259475708
681,0.9023566842079163
682,0.903805673122406
683,0.9035656452178955
684,0.9022258520126343
685,0.9030092358589172
686,0.9002947211265564
687,0.9022060036659241
688,0.8995394706726074
689,0.9022815823554993
690,0.9004508256912231
691,0.9033803343772888
692,0.9025242328643799
693,0.9035158753395081
694,0.9033476114273071
695,0.9021613597869873
696,0.9029337167739868
697,0.9005591869354248
698,0.9019960165023804
699,0.8988767862319946
700,0.9013292789459229
701,0.8984198570251465
702,0.9021217226982117
703,0.9009121656417847
704,0.9038394689559937
705,0.9034135937690735
706,0.9029396176338196
707,0.9032074213027954
708,0.9006461501121521
709,0.9021783471107483
710,0.8994004726409912
711,0.9022583365440369
712,0.9007115364074707
713,0.9035541415214539
714,0.9030231237411499
715,0.9032434821128845
716,0.9032756090164185
717,0.9015086889266968
718,0.9025805592536926
719,0.8998781442642212
720,0.901848316192627
721,0.8993600010871887
722,0.9023982286453247
723,0.9008973240852356
724,0.9035366773605347
725,0.9029388427734375
726,0.903204619884491
727,0.9031808972358704
728,0.9014568328857422
729,0.9025044441223145
730,0.8998270034790039
731,0.9016289114952087
732,0.8989042639732361
733,0.9019429087638855
734,0.9002339243888855
735,0.9033715724945068
736,0.9026822447776794
737,0.9032601118087769
738,0.903235912322998
739,0.901504635810852
740,0.9024336934089661
741,0.8997811675071716
742,0.9016790390014648
743,0.8992388844490051
744,0.9023492336273193
745,0.9009930491447449
746,0.9034918546676636
747,0.9029616713523865
748,0.9028014540672302
749,0.9029825925827026
750,0.9011030197143555
751,0.9021444916725159
752,0.8995702266693115
753,0.9016711711883545
754,0.8991978764533997
755,0.9022347927093506
756,0.9007502198219299
757,0.9032641053199768
758,0.9026983380317688
759,0.9028228521347046
760,0.902815580368042
761,0.9010758399963379
762,0.9020333290100098
763,0.8991889953613281
764,0.9011128544807434
765,0.8982804417610168
766,0.9015839099884033
767,0.900172770023346
768,0.9032829999923706
769,0.9027804732322693
770,0.9027494788169861
771,0.9028692841529846
772,0.9005651473999023
773,0.9017618894577026
774,0.8991497159004211
775,0.901626467704773
776,0.8997902870178223
777,0.9028853178024292
778,0.9021050930023193
779,0.9030577540397644
780,0.902836799621582
781,0.901366651058197
782,0.9021551012992859
783,0.899713397026062
784,0.9012882709503174
785,0.8988368511199951
786,0.9016323685646057
787,0.8998280167579651
788,0.9028229117393494
789,0.90207439661026
790,0.9026510715484619
791,0.9025428295135498
792,0.9011175632476807
793,0.9018802642822266
794,0.8995091319084167
795,0.9011049270629883
796,0.8984301090240479
797,0.9012873768806458
798,0.8993889689445496
799,0.9024848341941833
800,0.9017242789268494
801,0.9025834202766418
802,0.9023727774620056
803,0.9011809229850769
804,0.9018322825431824
805,0.8995535969734192
806,0.9011061787605286
807,0.8985424637794495
808,0.901208758354187
809,0.899232029914856
810,0.9022253751754761
811,0.9013410210609436
812,0.9024061560630798
813,0.9021262526512146
814,0.9010869860649109
815,0.9016260504722595
816,0.8994615077972412
817,0.9007803201675415
818,0.8979647755622864
819,0.9005247950553894
820,0.897987961769104
821,0.9015561938285828
822,0.9005166292190552
823,0.9024927020072937
824,0.9020836353302002
825,0.9011505842208862
826,0.9015481472015381
827,0.8990614414215088
828,0.9005551934242249
829,0.8980068564414978
830,0.9009304046630859
831,0.8991879224777222
832,0.9022475481033325
833,0.9015516042709351
834,0.9019200205802917
835,0.9018509387969971
836,0.899980902671814
837,0.9009750485420227
838,0.8984206318855286
839,0.9003303050994873
840,0.8980000019073486
841,0.9012548923492432
842,0.8997653126716614
843,0.9021949768066406
844,0.901748776435852
845,0.9011564254760742
846,0.9014065861701965
847,0.8992321491241455
848,0.9005175828933716
849,0.897969126701355
850,0.9004717469215393
851,0.8984435200691223
852,0.901854395866394
853,0.9008908271789551
854,0.901806652545929
855,0.9016815423965454
856,0.9001932144165039
857,0.9008291959762573
858,0.8986222743988037
859,0.9003075361251831
860,0.8977556824684143
861,0.9008493423461914
862,0.899233341217041
863,0.9018628001213074
864,0.901314377784729
865,0.9011241793632507
866,0.9012632966041565
867,0.8995344638824463
868,0.9004493951797485
869,0.897962749004364
870,0.9000625610351562
871,0.897649347782135
872,0.9011735916137695
873,0.899971604347229
874,0.9017757773399353
875,0.9014477729797363
876,0.9005551338195801
877,0.9008890390396118
878,0.898622453212738
879,0.9001189470291138
880,0.8975910544395447
881,0.9004824161529541
882,0.8988776206970215
883,0.9017418026924133
884,0.9009662866592407
885,0.9010716080665588
886,0.9011791348457336
887,0.8993687033653259
888,0.9002221822738647
889,0.8980287313461304
890,0.8999617099761963
891,0.8974628448486328
892,0.9008324146270752
893,0.8994888067245483
894,0.9014688730239868
895,0.9010303616523743
896,0.9004005789756775
897,0.9007571935653687
898,0.8988624811172485
899,0.9000414609909058
900,0.8976868391036987
901,0.9001598358154297
902,0.8978933095932007
903,0.9009957909584045
904,0.9000654220581055
905,0.9010927081108093
906,0.9008873105049133
907,0.9000529050827026
908,0.9004496335983276
909,0.8985785245895386
910,0.8998547196388245
911,0.8970257639884949
912,0.8997479677200317
913,0.8974742293357849
914,0.9005672931671143
915,0.8996201753616333
916,0.9012954831123352
917,0.9008883237838745
918,0.9000498652458191
919,0.9005111455917358
920,0.8983420133590698
921,0.8998090028762817
922,0.8970006108283997
923,0.8997567892074585
924,0.8976801633834839
925,0.900820791721344
926,0.9000086784362793
927,0.901232898235321
928,0.9008747935295105
929,0.8996544480323792
930,0.9003174304962158
931,0.8980531692504883
932,0.8997074961662292
933,0.897260844707489
934,0.9001060724258423
935,0.8983487486839294
936,0.901062548160553
937,0.9003971815109253
938,0.9006220698356628
939,0.9006546139717102
940,0.8992232084274292
941,0.8999365568161011
942,0.8976166248321533
943,0.8995281457901001
944,0.8968375325202942
945,0.8999298214912415
946,0.8983266949653625
947,0.900992751121521
948,0.9004168510437012
949,0.9003893733024597
950,0.9005318284034729
951,0.8989387154579163
952,0.8997858762741089
953,0.8972874879837036
954,0.8993462324142456
955,0.8967612385749817
956,0.9000800251960754
957,0.8987322449684143
958,0.9009802937507629
959,0.9005640149116516
960,0.9001642465591431
961,0.9003365635871887
962,0.8985345363616943
963,0.8996770977973938
964,0.8973098993301392
965,0.8996603488922119
966,0.8976397514343262
967,0.9005172252655029
968,0.8995311260223389
969,0.9006770253181458
970,0.900381326675415
971,0.8995814919471741
972,0.9000272154808044
973,0.8981197476387024
974,0.8993674516677856
975,0.8967848420143127
976,0.8991767168045044
977,0.8968549370765686
978,0.8999735713005066
979,0.8988485336303711
980,0.9006481766700745
981,0.9002860188484192
982,0.899773895740509
983,0.9000005722045898
984,0.8982543349266052
985,0.899377703666687
986,0.8968337774276733
987,0.899078905582428
988,0.8969772458076477
989,0.8999179601669312
990,0.8986806869506836
991,0.9005042314529419
992,0.900117814540863
993,0.8996922969818115
994,0.8998606204986572
995,0.8984061479568481
996,0.8993889093399048
997,0.8970375061035156
998,0.899004340171814
999,0.8965657949447632
