Iteration,test_mse,test_r2,test_mae
109,0.0053620231337845325,0.8241670727729797,0.04835256189107895
110,0.005384932737797499,0.8234158158302307,0.04873647168278694
111,0.005357682704925537,0.8243094086647034,0.04820561781525612
112,0.005224674474447966,0.8286710381507874,0.04745568707585335
113,0.005311212968081236,0.825833261013031,0.0483967624604702
114,0.005129883531481028,0.8317794799804688,0.04693330079317093
115,0.005138545297086239,0.8314954042434692,0.04700084775686264
116,0.0051542241126298904,0.8309812545776367,0.0473436564207077
117,0.0050118230283260345,0.8356509208679199,0.046396344900131226
118,0.0050301323644816875,0.8350505232810974,0.046475622802972794
119,0.004941575229167938,0.8379545211791992,0.04614750295877457
120,0.0049188206903636456,0.8387006521224976,0.04602092131972313
121,0.0048849075101315975,0.8398127555847168,0.04571080207824707
122,0.004805868025869131,0.8424046635627747,0.04538849741220474
123,0.0048028090968728065,0.8425049781799316,0.045407459139823914
124,0.004769500344991684,0.8435972332954407,0.045160576701164246
125,0.004683420527726412,0.8464199900627136,0.04477836191654205
126,0.004660214763134718,0.847180962562561,0.04470327869057655
127,0.0046448553912341595,0.8476846218109131,0.044536616653203964
128,0.0045919339172542095,0.8494200706481934,0.04436321184039116
129,0.0045226020738482475,0.8516935706138611,0.04392927512526512
130,0.004494575783610344,0.8526126146316528,0.04371124133467674
131,0.004499324597418308,0.8524569272994995,0.043853286653757095
132,0.00447067292407155,0.853396475315094,0.043610066175460815
133,0.004449475556612015,0.8540915846824646,0.04367994889616966
134,0.0043819802813231945,0.8563048839569092,0.043209321796894073
135,0.004326299298554659,0.8581308126449585,0.04305735602974892
136,0.004254898056387901,0.8604722023010254,0.04247702658176422
137,0.004221095237880945,0.8615806698799133,0.04230174049735069
138,0.004189763218164444,0.8626081347465515,0.04219982028007507
139,0.0041575380600988865,0.8636648654937744,0.0419267900288105
140,0.0041748578660190105,0.8630968928337097,0.04230619966983795
141,0.004262167494744062,0.8602338433265686,0.04269407317042351
142,0.004468807019293308,0.8534576892852783,0.04493539407849312
143,0.004819584544748068,0.8419548869132996,0.04705454781651497
144,0.004363318905234337,0.8569168448448181,0.044372402131557465
145,0.003926688805222511,0.8712349534034729,0.040704432874917984
146,0.004110247828066349,0.8652156591415405,0.04206295311450958
147,0.004146751016378403,0.8640186190605164,0.04327678680419922
148,0.003917737863957882,0.8715285062789917,0.04085656255483627
149,0.0038873450830578804,0.8725250959396362,0.04070186987519264
150,0.003969772253185511,0.8698221445083618,0.041928764432668686
151,0.003824861254543066,0.8745741248130798,0.04019318148493767
152,0.0037398752756416798,0.877360999584198,0.03966839984059334
153,0.0038280626758933067,0.8744691014289856,0.040807902812957764
154,0.0037840628065168858,0.8759119510650635,0.04006671905517578
155,0.0036458615213632584,0.8804439306259155,0.03903614729642868
156,0.0037237773649394512,0.8778888583183289,0.03985705226659775
157,0.0037399253342300653,0.8773593306541443,0.03978513553738594
158,0.003589397529140115,0.8822954893112183,0.03890305012464523
159,0.003568593179807067,0.8829777240753174,0.0388476625084877
160,0.0036304390523582697,0.8809496760368347,0.039080243557691574
161,0.0036028032191097736,0.8818559050559998,0.03904547169804573
162,0.003493713913485408,0.8854331970214844,0.03796762600541115
163,0.003462456865236163,0.886458158493042,0.03780100494623184
164,0.0034927462693303823,0.8854649066925049,0.03824298456311226
165,0.003509900067001581,0.8849024176597595,0.03821515664458275
166,0.00347128720022738,0.8861685991287231,0.03805685415863991
167,0.003402093658223748,0.8884376287460327,0.03729045391082764
168,0.003374488791450858,0.8893428444862366,0.037130553275346756
169,0.003379538655281067,0.8891772627830505,0.037236087024211884
170,0.0033869470935314894,0.888934314250946,0.03730069100856781
171,0.0034068876411765814,0.8882803916931152,0.037709929049015045
172,0.003386653494089842,0.8889439105987549,0.03720855712890625
173,0.0033610695973038673,0.8897829055786133,0.03715607523918152
174,0.0032944288104772568,0.8919681906700134,0.036574844270944595
175,0.003259015968069434,0.8931294679641724,0.036416731774806976
176,0.0032397694885730743,0.8937605619430542,0.036213263869285583
177,0.0032343745697289705,0.8939375281333923,0.036102842539548874
178,0.0032480203080922365,0.8934900164604187,0.036328818649053574
179,0.003259713528677821,0.8931065797805786,0.03632175177335739
180,0.003325499827042222,0.8909493088722229,0.03706814721226692
181,0.003410264616832137,0.8881696462631226,0.03757019340991974
182,0.003544638631865382,0.8837632536888123,0.03921245038509369
183,0.0036898544058203697,0.879001259803772,0.04005812853574753
184,0.003466785652562976,0.8863162398338318,0.038478605449199677
185,0.0031600489746779203,0.8963748216629028,0.03566679731011391
186,0.0031289884354919195,0.8973933458328247,0.035513024777173996
187,0.0033201954793184996,0.8911232352256775,0.03757159039378166
188,0.0033418345265090466,0.8904136419296265,0.03767798840999603
189,0.0031224528793245554,0.897607684135437,0.03557725250720978
190,0.003151864744722843,0.8966431617736816,0.035989630967378616
191,0.003279248019680381,0.8924660086631775,0.03696535900235176
192,0.003184196539223194,0.8955829739570618,0.036326922476291656
193,0.0030530495569109917,0.8998835682868958,0.03496721759438515
194,0.0031018154695630074,0.8982844352722168,0.03535016253590584
195,0.003169556148350239,0.8960630297660828,0.03625555336475372
196,0.003078628797084093,0.8990447521209717,0.03528294339776039
197,0.003021831624209881,0.9009072780609131,0.03466004878282547
198,0.0030782304238528013,0.8990578055381775,0.035495832562446594
199,0.003093583742156625,0.8985543251037598,0.035331882536411285
200,0.003048694459721446,0.9000263810157776,0.034951481968164444
201,0.0029925594571977854,0.901867151260376,0.034406937658786774
202,0.003014655550941825,0.9011425971984863,0.03465622290968895
203,0.0030502856243401766,0.8999742269515991,0.03519956395030022
204,0.003005796577781439,0.9014331102371216,0.034569744020700455
205,0.002971872454509139,0.9025455713272095,0.03423717990517616
206,0.0029694109689444304,0.9026262760162354,0.034278109669685364
207,0.0029877156484872103,0.9020259976387024,0.03434724733233452
208,0.0030135030392557383,0.9011803865432739,0.03467615693807602
209,0.002975873649120331,0.9024143218994141,0.03426337614655495
210,0.002955253701657057,0.9030905365943909,0.0341140553355217
211,0.002940341830253601,0.9035794734954834,0.03394599258899689
212,0.002946768654510379,0.9033687710762024,0.033957138657569885
213,0.002978854812681675,0.9023165702819824,0.034299373626708984
214,0.002966278465464711,0.9027289748191833,0.03411843255162239
215,0.002983630169183016,0.9021599888801575,0.03439806401729584
216,0.0029571272898465395,0.9030290842056274,0.03401310369372368
217,0.002945470158010721,0.903411328792572,0.033959921449422836
218,0.0029130021575838327,0.9044760465621948,0.033629465848207474
219,0.0029110258910804987,0.9045408368110657,0.03363433852791786
220,0.002908516675233841,0.9046231508255005,0.033588290214538574
221,0.0029050272423774004,0.9047375321388245,0.033529188483953476
222,0.002923170104622841,0.9041426181793213,0.033767182379961014
223,0.0029206210747361183,0.9042261838912964,0.033673904836177826
224,0.002975631970912218,0.9024222493171692,0.03424499183893204
225,0.0030114485416561365,0.9012477397918701,0.03454863280057907
226,0.003182475222274661,0.8956394195556641,0.03647038713097572
227,0.00339474156498909,0.8886787295341492,0.03814014047384262
228,0.003405479248613119,0.8883265852928162,0.03851180896162987
229,0.0031358010601252317,0.8971699476242065,0.03601416200399399
230,0.002854393096640706,0.9063979387283325,0.033520035445690155
231,0.002925226232036948,0.9040752053260803,0.03420977294445038
232,0.0031142206862568855,0.8978776335716248,0.036217883229255676
233,0.0029988025780767202,0.9016624689102173,0.03504957631230354
234,0.0028329757042229176,0.907100260257721,0.03316091373562813
235,0.0029075650963932276,0.904654324054718,0.033955059945583344
236,0.0030150804668664932,0.9011286497116089,0.035158421844244
237,0.002900077495723963,0.9048998355865479,0.033888280391693115
238,0.002821139292791486,0.9074884057044983,0.033110350370407104
239,0.0029083164408802986,0.9046297073364258,0.034081265330314636
240,0.0029412778094410896,0.9035488367080688,0.03440690040588379
241,0.002870111959055066,0.9058824777603149,0.03363494202494621
242,0.002804569434374571,0.9080318212509155,0.03302702307701111
243,0.0028502640780061483,0.9065333604812622,0.033439751714468
244,0.0029133278876543045,0.90446537733078,0.03405168652534485
245,0.0028318027034401894,0.9071387648582458,0.033283207565546036
246,0.002790803788229823,0.9084832072257996,0.03285912796854973
247,0.0028268019668757915,0.907302737236023,0.033271946012973785
248,0.0028499369509518147,0.9065440893173218,0.033426180481910706
249,0.0028595542535185814,0.9062287211418152,0.03350440785288811
250,0.0027932971715927124,0.9084014296531677,0.03278566896915436
251,0.002779852831736207,0.9088423252105713,0.03265802189707756
252,0.0028136419132351875,0.9077342748641968,0.03302568197250366
253,0.0028140514623373747,0.9077208638191223,0.03303558751940727
254,0.00283276685513556,0.9071071147918701,0.03325833007693291
255,0.0027857054956257343,0.9086503982543945,0.03266618028283119
256,0.0027827289886772633,0.9087479710578918,0.032613903284072876
257,0.002788448240607977,0.9085604548454285,0.032646261155605316
258,0.0027880617417395115,0.9085730910301208,0.032666705548763275
259,0.0028281870763748884,0.9072573184967041,0.03309905529022217
260,0.002808862365782261,0.907891035079956,0.03283796086907387
261,0.0028329382184892893,0.9071015119552612,0.03307429701089859
262,0.0027926804032176733,0.9084216356277466,0.03266739472746849
263,0.0027999209705740213,0.9081842303276062,0.032724328339099884
264,0.0027739841025322676,0.9090347290039062,0.03242819383740425
265,0.0027799918316304684,0.9088377356529236,0.03245016559958458
266,0.0027818293310701847,0.9087774753570557,0.03243911266326904
267,0.002778131514787674,0.9088987708091736,0.03239933401346207
268,0.0027987828943878412,0.9082215428352356,0.032614853233098984
269,0.002789564896374941,0.9085237979888916,0.032530393451452255
270,0.002849515527486801,0.9065579175949097,0.033125538378953934
271,0.002858647145330906,0.9062584638595581,0.033269304782152176
272,0.003002539509907365,0.9015399217605591,0.034745678305625916
273,0.003087338525801897,0.898759126663208,0.03558923304080963
274,0.003220287850126624,0.8943994641304016,0.03697722777724266
275,0.0031286405865103006,0.8974047899246216,0.03622880205512047
276,0.0028613642789423466,0.9061693549156189,0.033744584769010544
277,0.0027120024897158146,0.9110672473907471,0.03213011100888252
278,0.0028419664595276117,0.9068054556846619,0.033624909818172455
279,0.002999812364578247,0.9016293287277222,0.035057734698057175
280,0.00287276110611856,0.9057956337928772,0.03374038264155388
281,0.00274541974067688,0.9099714756011963,0.03236683830618858
282,0.0028076490852981806,0.9079307913780212,0.033137060701847076
283,0.002881668508052826,0.905503511428833,0.033936504274606705
284,0.002864988287910819,0.9060505032539368,0.03368719294667244
285,0.0027176581788808107,0.9108818173408508,0.03213028982281685
286,0.0027299649082124233,0.9104782342910767,0.03225729987025261
287,0.002837562235072255,0.9069498777389526,0.03336886689066887
288,0.0027829697355628014,0.9087401032447815,0.032943565398454666
289,0.0027294326573610306,0.9104956984519958,0.03236444294452667
290,0.002730174921452999,0.9104713797569275,0.03231913968920708
291,0.002773924032226205,0.9090367555618286,0.03274548798799515
292,0.0028248580638319254,0.9073665142059326,0.033034566789865494
293,0.0027354834601283073,0.9102972745895386,0.03224481642246246
294,0.002708905143663287,0.9111688137054443,0.03201436623930931
295,0.0027472758665680885,0.9099105596542358,0.03239995986223221
296,0.002761269686743617,0.9094516634941101,0.03261233866214752
297,0.002789451042190194,0.9085275530815125,0.03267684578895569
298,0.002721042139455676,0.910770833492279,0.03201032429933548
299,0.0027109794318675995,0.9111008048057556,0.0319146066904068
300,0.0027415293734520674,0.9100990295410156,0.0321914404630661
301,0.002743838122114539,0.9100233316421509,0.032280173152685165
302,0.0027812588959932327,0.9087961912155151,0.03260770067572594
303,0.0027356392238289118,0.9102921485900879,0.03209853172302246
304,0.002734522568061948,0.9103288054466248,0.03206441178917885
305,0.002719744574278593,0.9108133912086487,0.03190375491976738
306,0.0027205590158700943,0.9107866883277893,0.03189662843942642
307,0.002757105976343155,0.9095882177352905,0.03223983198404312
308,0.0027434569783508778,0.9100357890129089,0.03212345764040947
309,0.0027805848512798548,0.9088183045387268,0.03240375593304634
310,0.0027414041105657816,0.9101031422615051,0.03209005296230316
311,0.002763319993391633,0.9093844294548035,0.03230363875627518
312,0.002729554660618305,0.9104917049407959,0.031912319362163544
313,0.0027456670068204403,0.9099633693695068,0.032003045082092285
314,0.00272608594968915,0.9106054306030273,0.03182962164282799
315,0.002729916013777256,0.9104798436164856,0.031844332814216614
316,0.002731759799644351,0.9104194045066833,0.03185437619686127
317,0.0027326412964612246,0.9103904962539673,0.031823061406612396
318,0.002752041444182396,0.9097542762756348,0.031957682222127914
319,0.0027394702192395926,0.9101665616035461,0.031879689544439316
320,0.0027843471616506577,0.9086949229240417,0.03232580050826073
321,0.002777357818558812,0.9089241027832031,0.032370612025260925
322,0.0028990458231419325,0.9049336910247803,0.03347481042146683
323,0.0029457027558237314,0.9034036993980408,0.0341198593378067
324,0.003161471802741289,0.8963281512260437,0.03627747669816017
325,0.0032187364995479584,0.894450306892395,0.03712098300457001
326,0.0030684794764965773,0.8993775844573975,0.035667840391397476
327,0.002716698916628957,0.9109132885932922,0.03220752254128456
328,0.0026642484590411186,0.9126332402229309,0.03162779286503792
329,0.0028989557176828384,0.904936671257019,0.03405584767460823
330,0.0029630321078002453,0.9028354287147522,0.03488081693649292
331,0.002816172083839774,0.9076513051986694,0.03300708159804344
332,0.0027052131481468678,0.9112899303436279,0.03187423199415207
333,0.002800779649987817,0.9081560373306274,0.03293619677424431
334,0.0029134040232747793,0.9044628739356995,0.033980414271354675
335,0.0027530654333531857,0.9097207188606262,0.03249073773622513
336,0.0026762126944959164,0.9122409224510193,0.031584661453962326
337,0.002787861740216613,0.9085796475410461,0.032799847424030304
338,0.0028001535683870316,0.908176600933075,0.03307138383388519
339,0.002753614680841565,0.909702718257904,0.032393477857112885
340,0.002685456769540906,0.9119377732276917,0.031637195497751236
341,0.0027284531388431787,0.9105278253555298,0.03210344910621643
342,0.0028114570304751396,0.9078059196472168,0.03283794969320297
343,0.0027234540320932865,0.9106917381286621,0.03205903246998787
344,0.0026931087486445904,0.9116868376731873,0.03165369853377342
345,0.0027429447509348392,0.9100525975227356,0.0321698859333992
346,0.0027577178552746773,0.909568190574646,0.03236806020140648
347,0.002777927787974477,0.9089054465293884,0.03226318955421448
348,0.002702577505260706,0.9113763570785522,0.031661178916692734
349,0.0026951429899781942,0.9116201400756836,0.03153457120060921
350,0.0027598754968494177,0.9094973802566528,0.03217693418264389
351,0.0027411128394305706,0.9101126790046692,0.032079067081213
352,0.0027550726663321257,0.9096549153327942,0.03203583508729935
353,0.0027100839652121067,0.9111301898956299,0.031571418046951294
354,0.002712280722334981,0.9110581278800964,0.0315786749124527
355,0.0027575509157031775,0.9095736145973206,0.03198280557990074
356,0.0027440786361694336,0.9100154042243958,0.03194005414843559
357,0.002763973781839013,0.9093630313873291,0.03201774135231972
358,0.00272561376914382,0.910620927810669,0.03161530941724777
359,0.0027280349750071764,0.9105415344238281,0.031609270721673965
360,0.002740098163485527,0.9101459383964539,0.0316958948969841
361,0.0027348515577614307,0.9103180170059204,0.03165281191468239
362,0.0027735894545912743,0.9090477228164673,0.031991321593523026
363,0.0027446395251899958,0.9099970459938049,0.03175104781985283
364,0.0027670932468026876,0.9092607498168945,0.0318685807287693
365,0.002735011512413621,0.9103127717971802,0.0316011905670166
366,0.002745588542893529,0.9099659323692322,0.03167068213224411
367,0.002739237854257226,0.9101741313934326,0.0315670482814312
368,0.002745854901149869,0.9099571704864502,0.03159387782216072
369,0.002757286885753274,0.9095823168754578,0.03167348355054855
370,0.0027484495658427477,0.9098721146583557,0.03159201517701149
371,0.00277531985193491,0.9089909791946411,0.03182250261306763
372,0.0027582086622714996,0.9095520973205566,0.03173837065696716
373,0.0028047861997038126,0.9080246686935425,0.032117798924446106
374,0.0027823918499052525,0.9087590575218201,0.0319841168820858
375,0.002866961294785142,0.9059858322143555,0.032757505774497986
376,0.0028515388257801533,0.9064915776252747,0.03289039433002472
377,0.0029744040220975876,0.9024625420570374,0.033937253057956696
378,0.0029387122485786676,0.9036329388618469,0.03385765850543976
379,0.002978167962282896,0.9023391008377075,0.03416997194290161
380,0.0028216461651027203,0.9074718356132507,0.032860469073057175
381,0.0027588766533881426,0.9095301628112793,0.03194252774119377
382,0.0027113219257444143,0.9110895991325378,0.031396158039569855
383,0.002747960388660431,0.9098881483078003,0.031845346093177795
384,0.0028759962879121304,0.905689537525177,0.03299083933234215
385,0.002848230302333832,0.9066000580787659,0.03288773074746132
386,0.0028635638300329447,0.9060972332954407,0.0329134501516819
387,0.0027417989913374186,0.9100902080535889,0.031729407608509064
388,0.0027195289731025696,0.910820484161377,0.031433507800102234
389,0.00274089933373034,0.9101196527481079,0.03164137899875641
390,0.0027503021992743015,0.9098113179206848,0.031862467527389526
391,0.002824686001986265,0.9073721170425415,0.03251209482550621
392,0.0027684448286890984,0.9092164039611816,0.03205621615052223
393,0.0027783620171248913,0.9088912010192871,0.03197556734085083
394,0.0027252177242189646,0.91063392162323,0.03141354024410248
395,0.002729550004005432,0.9104918241500854,0.0314115509390831
396,0.002762785879895091,0.9094019532203674,0.03170560300350189
397,0.002752114087343216,0.9097518920898438,0.0317126028239727
398,0.002810882404446602,0.9078247547149658,0.03222772479057312
399,0.0027681663632392883,0.9092255234718323,0.03187757357954979
400,0.002805795520544052,0.9079915881156921,0.032126232981681824
401,0.002748610218986869,0.9098668098449707,0.031665585935115814
402,0.0027624364010989666,0.9094134569168091,0.031693171709775925
403,0.002733469009399414,0.9103633165359497,0.03138229623436928
404,0.0027420222759246826,0.9100828766822815,0.031411606818437576
405,0.0027565702330321074,0.9096058011054993,0.03152000904083252
406,0.00275127193890512,0.9097795486450195,0.03147854283452034
407,0.002789973746985197,0.9085104465484619,0.03179740905761719
408,0.0027696313336491585,0.9091774821281433,0.03169344738125801
409,0.0028343615122139454,0.9070548415184021,0.03225930407643318
410,0.002807778539136052,0.9079265594482422,0.03220883011817932
411,0.0029105667490512133,0.9045559167861938,0.03310577571392059
412,0.002883780747652054,0.905434250831604,0.033189576119184494
413,0.002979760291054845,0.9022868871688843,0.03394949436187744
414,0.0028893589042127132,0.9052513241767883,0.033360857516527176
415,0.0028785127215087414,0.9056070446968079,0.0329948328435421
416,0.002741278847679496,0.9101072549819946,0.0316738598048687
417,0.0027257294859737158,0.9106171131134033,0.03132062777876854
418,0.0027603977359831333,0.9094802737236023,0.03161344677209854
419,0.0027858347166329622,0.9086461663246155,0.032027728855609894
420,0.0028929547406733036,0.9051334261894226,0.03293508291244507
421,0.00284208613447845,0.9068015217781067,0.0326557457447052
422,0.0028600257355719805,0.9062132835388184,0.03267204016447067
423,0.002747236518189311,0.9099118709564209,0.031694743782281876
424,0.0027313092723488808,0.9104341268539429,0.03137141838669777
425,0.0027295725885778666,0.9104911088943481,0.03131759539246559
426,0.002742864890024066,0.9100552201271057,0.03151940181851387
427,0.0028270238544791937,0.9072954654693604,0.03221132978796959
428,0.002799391746520996,0.9082015752792358,0.03209951892495155
429,0.0028478854801505804,0.9066113233566284,0.03239164873957634
430,0.0027722849044948816,0.9090904593467712,0.031774964183568954
431,0.002780772279947996,0.9088121652603149,0.031686268746852875
432,0.0027339118532836437,0.9103488326072693,0.03127698227763176
433,0.0027383556589484215,0.9102030992507935,0.03126457333564758
434,0.0027631125412881374,0.9093912839889526,0.03144136443734169
435,0.002759187016636133,0.9095199704170227,0.03146117925643921
436,0.002816367195919156,0.9076449275016785,0.03189988434314728
437,0.0027881725691258907,0.9085694551467896,0.03178419917821884
438,0.0028503872454166412,0.9065293073654175,0.03225983679294586
439,0.0028033589478582144,0.9080714583396912,0.03202875331044197
440,0.0028652388136833906,0.9060422778129578,0.032442301511764526
441,0.00280279153957963,0.9080901145935059,0.03206183761358261
442,0.0028465415816754103,0.9066554307937622,0.03228939697146416
443,0.0027779568918049335,0.908904492855072,0.03174349665641785
444,0.002801016205921769,0.9081482887268066,0.031744178384542465
445,0.00275724520906806,0.9095836877822876,0.03135017678141594
446,0.0027695810422301292,0.909179151058197,0.03136219084262848
447,0.002767341211438179,0.9092525839805603,0.03132869303226471
448,0.002765169134363532,0.9093238115310669,0.03132794052362442
449,0.002797201042994857,0.9082733988761902,0.0315743014216423
450,0.0027786812279373407,0.9088807106018066,0.03151822090148926
451,0.0028426526114344597,0.9067829847335815,0.03203996270895004
452,0.002820411464199424,0.9075123071670532,0.03209484741091728
453,0.0029351653065532446,0.9037492275238037,0.03304716572165489
454,0.0029170645866543055,0.9043428301811218,0.03328467905521393
455,0.00304786185733974,0.9000536799430847,0.03432429954409599
456,0.002975424751639366,0.9024290442466736,0.03409043326973915
457,0.0029657334089279175,0.902746856212616,0.033712372183799744
458,0.002776543376967311,0.9089508056640625,0.031974438577890396
459,0.0027317008934915066,0.9104213118553162,0.03121696598827839
460,0.0027738255448639393,0.9090399742126465,0.03158767148852348
461,0.0028232517652213573,0.9074191451072693,0.03231837600469589
462,0.0029419923666864634,0.9035253524780273,0.03325434401631355
463,0.0028542489744722843,0.9064027070999146,0.03261103853583336
464,0.0028253328055143356,0.9073508977890015,0.03210436925292015
465,0.0027275835163891315,0.9105563163757324,0.031152639538049698
466,0.002729622181504965,0.9104894995689392,0.03119075857102871
467,0.00281297299079597,0.9077562093734741,0.031951650977134705
468,0.002800338203087449,0.9081705212593079,0.03205380216240883
469,0.002845990238711238,0.9066734910011292,0.032261453568935394
470,0.0027636555023491383,0.9093734622001648,0.03149764612317085
471,0.0027633842546492815,0.9093823432922363,0.03132035210728645
472,0.002764151431620121,0.9093571901321411,0.031289685517549515
473,0.002767349360510707,0.9092523455619812,0.031425826251506805
474,0.002832772210240364,0.9071069359779358,0.03196395933628082
