Iteration,test_mae
0,0.27313652634620667
1,0.2141302078962326
2,0.1528797745704651
3,0.16815665364265442
4,0.16804981231689453
5,0.1519615203142166
6,0.1430632770061493
7,0.14796920120716095
8,0.15507300198078156
9,0.15632466971874237
10,0.15118640661239624
11,0.14202913641929626
12,0.13246020674705505
13,0.12571509182453156
14,0.1218838170170784
15,0.11820660531520844
16,0.11379490792751312
17,0.11110643297433853
18,0.11219474673271179
19,0.1154404878616333
20,0.11747610569000244
21,0.11669815331697464
22,0.11367090791463852
23,0.11019345372915268
24,0.10826197266578674
25,0.10855238139629364
26,0.10983994603157043
27,0.11075423657894135
28,0.11104168742895126
29,0.11117754131555557
30,0.11153697967529297
31,0.11198820173740387
32,0.11203533411026001
33,0.11132366210222244
34,0.10994065552949905
35,0.10832901298999786
36,0.10691170394420624
37,0.10588353872299194
38,0.10526006668806076
39,0.10501602292060852
40,0.10511376708745956
41,0.10510684549808502
42,0.10461841523647308
43,0.10392306745052338
44,0.10332681238651276
45,0.10284734517335892
46,0.10243737697601318
47,0.10200275480747223
48,0.10053911060094833
49,0.09862752258777618
50,0.0965552031993866
51,0.09430314600467682
52,0.09157078713178635
53,0.08786709606647491
54,0.08444742858409882
55,0.081480473279953
56,0.07832027226686478
57,0.0759945660829544
58,0.07355814427137375
59,0.07196138054132462
60,0.07061635702848434
61,0.069059818983078
62,0.06858155876398087
63,0.06754723936319351
64,0.06846223026514053
65,0.06610140949487686
66,0.06529262661933899
67,0.06582635641098022
68,0.06396524608135223
69,0.06349863111972809
70,0.06313138455152512
71,0.06268765777349472
72,0.06167560815811157
73,0.0611867718398571
74,0.06124067306518555
75,0.060192834585905075
76,0.05960679426789284
77,0.05932217836380005
78,0.05884215235710144
79,0.05812560021877289
80,0.05770479515194893
81,0.057578690350055695
82,0.05674530565738678
83,0.056244146078825
84,0.055991820991039276
85,0.055060528218746185
86,0.05461543798446655
87,0.05401249974966049
88,0.053321950137615204
89,0.05325260013341904
90,0.05241454020142555
91,0.05271986499428749
92,0.051854636520147324
93,0.0515805147588253
94,0.05029866471886635
95,0.049887169152498245
96,0.05018181726336479
97,0.04962967708706856
98,0.04980075731873512
99,0.04874582961201668
100,0.04845815151929855
101,0.048665162175893784
102,0.04836581274867058
103,0.04853689298033714
104,0.04768848791718483
105,0.04751430079340935
106,0.047014135867357254
107,0.04678342491388321
108,0.04714500904083252
109,0.0468987412750721
110,0.047938648611307144
111,0.04736547917127609
112,0.04758702218532562
113,0.04573208466172218
114,0.045374199748039246
115,0.04648014158010483
116,0.04591876268386841
117,0.045432619750499725
118,0.044893763959407806
119,0.044966984540224075
120,0.04559938609600067
121,0.044440172612667084
122,0.04406404495239258
123,0.04426415637135506
124,0.04417401924729347
125,0.04471958428621292
126,0.04368526116013527
127,0.043436095118522644
128,0.0429353192448616
129,0.042800117284059525
130,0.04323526844382286
131,0.043225474655628204
132,0.04477015510201454
133,0.044876620173454285
134,0.04486960917711258
135,0.04203391075134277
136,0.04149603098630905
137,0.043243102729320526
138,0.042400773614645004
139,0.04120192676782608
140,0.04169394075870514
141,0.04213341698050499
142,0.04119328409433365
143,0.040545109659433365
144,0.04087933152914047
145,0.04125996679067612
146,0.03996533155441284
147,0.03980756178498268
148,0.04063000530004501
149,0.04014315456151962
150,0.03989799693226814
151,0.03916291519999504
152,0.03915124014019966
153,0.03983477130532265
154,0.03952610865235329
155,0.03987355902791023
156,0.038892749696969986
157,0.03883427754044533
158,0.038267187774181366
159,0.038173798471689224
160,0.038430675864219666
161,0.038305237889289856
162,0.03904080018401146
163,0.03925418481230736
164,0.04062071070075035
165,0.040076322853565216
166,0.03992847725749016
167,0.03792480379343033
168,0.037398070096969604
169,0.038225915282964706
170,0.03825448453426361
171,0.038026295602321625
172,0.03718844801187515
173,0.03712980076670647
174,0.03791218623518944
175,0.03735058382153511
176,0.03711812198162079
177,0.03680185228586197
178,0.036694981157779694
179,0.03723549842834473
180,0.03682452812790871
181,0.03680727258324623
182,0.036472730338573456
183,0.036395616829395294
184,0.036486413329839706
185,0.03638942167162895
186,0.03663115203380585
187,0.036515649408102036
188,0.037415582686662674
189,0.03737231716513634
190,0.038456160575151443
191,0.03838299214839935
192,0.03822186589241028
193,0.03623821586370468
194,0.03564954921603203
195,0.03652020916342735
196,0.03697039559483528
197,0.037087950855493546
198,0.03574549779295921
199,0.03549997881054878
200,0.036397501826286316
201,0.036392491310834885
202,0.03627479076385498
203,0.035341471433639526
204,0.03536297008395195
205,0.03609348461031914
206,0.0360005721449852
207,0.036044079810380936
208,0.0352405421435833
209,0.03518344461917877
210,0.035529978573322296
211,0.035536352545022964
212,0.035914864391088486
213,0.03524313494563103
214,0.03524016961455345
215,0.03495628759264946
216,0.034889303147792816
217,0.03517654538154602
218,0.03509429097175598
219,0.03554543852806091
220,0.035420987755060196
221,0.03625376150012016
222,0.035908084362745285
223,0.036367032676935196
224,0.03556777164340019
225,0.035364069044589996
226,0.03451918438076973
227,0.03444990515708923
228,0.03477942943572998
229,0.03482063487172127
230,0.03553473949432373
231,0.03525541350245476
232,0.03555658087134361
233,0.03476238623261452
234,0.03467676788568497
235,0.03420008718967438
236,0.034173473715782166
237,0.03444932773709297
238,0.03440755978226662
239,0.034991443157196045
240,0.03492793068289757
241,0.0358690582215786
242,0.03558293730020523
243,0.03606315329670906
244,0.035077743232250214
245,0.03469936549663544
246,0.03387938439846039
247,0.0339541994035244
248,0.034732453525066376
249,0.034719888120889664
250,0.03518953546881676
251,0.034268248826265335
252,0.03407587110996246
253,0.03365740925073624
254,0.033697180449962616
255,0.03426270931959152
256,0.03421429544687271
257,0.03479187190532684
258,0.03434918820858002
259,0.034672707319259644
260,0.033899515867233276
261,0.03386826813220978
262,0.03348967432975769
263,0.03347868099808693
264,0.033699072897434235
265,0.03362998738884926
266,0.0342399962246418
267,0.034192994236946106
268,0.0353059247136116
269,0.03531895577907562
270,0.03632008656859398
271,0.03524721413850784
272,0.034521400928497314
273,0.033145081251859665
274,0.03333205357193947
275,0.0346013605594635
276,0.034465838223695755
277,0.03443945199251175
278,0.033165961503982544
279,0.03305402770638466
280,0.033761437982320786
281,0.033889833837747574
282,0.0342213436961174
283,0.03325757384300232
284,0.03311639279127121
285,0.033139463514089584
286,0.0331895612180233
287,0.0338376984000206
288,0.03345516696572304
289,0.033602237701416016
290,0.03301278129220009
291,0.033071719110012054
292,0.03288470581173897
293,0.03290572389960289
294,0.033202677965164185
295,0.03306913748383522
296,0.033705681562423706
297,0.03359305486083031
298,0.034434497356414795
299,0.0340735986828804
300,0.034666307270526886
301,0.033715054392814636
302,0.03346477448940277
303,0.03260720893740654
304,0.03260142728686333
305,0.03316064924001694
306,0.03320968896150589
307,0.03397829830646515
308,0.033459026366472244
309,0.0336049348115921
310,0.03273940086364746
311,0.03264213353395462
312,0.03262052312493324
313,0.03266728296875954
314,0.033272694796323776
315,0.03312425687909126
316,0.03373272716999054
317,0.033234357833862305
318,0.03349480405449867
319,0.03277285397052765
320,0.032791320234537125
321,0.032412562519311905
322,0.03240532428026199
323,0.03260459005832672
324,0.03256989270448685
325,0.03313769772648811
326,0.03305186703801155
327,0.03395634889602661
328,0.03378802537918091
329,0.03468960151076317
330,0.033873505890369415
331,0.03365031257271767
332,0.03237146511673927
333,0.03219953179359436
334,0.03271276131272316
335,0.03288678824901581
336,0.03374806419014931
337,0.03312312811613083
338,0.03311610221862793
339,0.0322599858045578
340,0.03219952434301376
341,0.03256543353199959
342,0.03260483220219612
343,0.03330731764435768
344,0.03289620578289032
345,0.03316178172826767
346,0.032424528151750565
347,0.03235465660691261
348,0.03214917331933975
349,0.03216266259551048
350,0.03260798379778862
351,0.03253089636564255
352,0.03319530561566353
353,0.03291607275605202
354,0.03351087123155594
355,0.0329192616045475
356,0.03319912031292915
357,0.03236827999353409
358,0.03233054652810097
359,0.032028499990701675
360,0.03203260153532028
361,0.032370928674936295
362,0.032339878380298615
363,0.033038511872291565
364,0.032888688147068024
365,0.03378782048821449
366,0.033420462161302567
367,0.033899590373039246
368,0.03285584598779678
369,0.032618723809719086
370,0.031913429498672485
371,0.03194094076752663
372,0.032499760389328
373,0.03254132717847824
374,0.033339157700538635
375,0.032884854823350906
376,0.03314604237675667
377,0.03230062872171402
378,0.03218429908156395
379,0.031917233020067215
380,0.03193735331296921
381,0.03243422508239746
382,0.03235352039337158
383,0.03305872157216072
384,0.032762594521045685
385,0.033280208706855774
386,0.03260156139731407
387,0.03273909538984299
388,0.032030027359724045
389,0.03197508677840233
390,0.03191634640097618
391,0.03193853795528412
392,0.032466597855091095
393,0.032420314848423004
394,0.03332425653934479
395,0.033181291073560715
396,0.033982597291469574
397,0.03324974328279495
398,0.03318329155445099
399,0.03200668469071388
400,0.03181063011288643
401,0.03205333650112152
402,0.03223191574215889
403,0.03311900049448013
404,0.03275465592741966
405,0.03309027850627899
406,0.03221059963107109
407,0.03201590105891228
408,0.03179669752717018
409,0.03185093775391579
410,0.03244561702013016
411,0.032361894845962524
412,0.03306323662400246
413,0.03262307122349739
414,0.03285946696996689
415,0.03211819380521774
416,0.0320955291390419
417,0.03174557909369469
418,0.03176399692893028
419,0.03206497058272362
420,0.032026734203100204
421,0.0326533317565918
422,0.032513927668333054
423,0.03333307057619095
424,0.033008165657520294
425,0.03348727524280548
426,0.0325898602604866
427,0.03247582167387009
428,0.031746696680784225
429,0.03171788528561592
430,0.03209120035171509
431,0.03215298056602478
432,0.032932594418525696
433,0.03270045667886734
434,0.03325429931282997
435,0.03254404664039612
436,0.03250142186880112
437,0.031788118183612823
438,0.031750913709402084
439,0.03190705180168152
440,0.03194933757185936
441,0.032657839357852936
442,0.032523881644010544
443,0.03325965628027916
444,0.03280623257160187
445,0.03314295783638954
446,0.03223803639411926
447,0.03210856020450592
448,0.03170221671462059
449,0.031738102436065674
450,0.032201942056417465
451,0.03219422698020935
452,0.032993074506521225
453,0.03269529715180397
454,0.033224087208509445
455,0.0324823260307312
456,0.03250293806195259
457,0.03177224099636078
458,0.031746119260787964
459,0.03190404176712036
460,0.03192436695098877
461,0.03263742849230766
462,0.03251207247376442
463,0.03336280584335327
464,0.03290513902902603
465,0.03322650492191315
466,0.03223608806729317
467,0.03211764246225357
468,0.03166200593113899
469,0.03172033280134201
470,0.032280076295137405
471,0.0322229266166687
472,0.033059872686862946
473,0.03271837532520294
474,0.03322625160217285
475,0.03236851468682289
476,0.03227509558200836
477,0.03166631981730461
478,0.031685005873441696
479,0.03203245997428894
480,0.03200097382068634
481,0.03274451941251755
482,0.03245755285024643
483,0.033031437546014786
484,0.032397203147411346
485,0.03261328488588333
486,0.03187442943453789
487,0.03187350928783417
488,0.031706567853689194
489,0.031719524413347244
490,0.032104700803756714
491,0.032008033245801926
492,0.03276380896568298
493,0.03259215131402016
494,0.03344924747943878
495,0.03296063095331192
496,0.033426959067583084
497,0.03235862776637077
498,0.032186008989810944
499,0.031608134508132935
500,0.031654536724090576
501,0.032237693667411804
502,0.03218769282102585
503,0.03302248567342758
504,0.03258255869150162
505,0.03289070725440979
506,0.031997036188840866
507,0.03194751590490341
