Iteration,test_mae
508,0.031620725989341736
509,0.03166958689689636
510,0.03218840807676315
511,0.03211478143930435
512,0.03290760517120361
513,0.03259040787816048
514,0.03317657858133316
515,0.03236835449934006
516,0.032416727393865585
517,0.031668588519096375
518,0.031658608466386795
519,0.03181582689285278
520,0.03181449696421623
521,0.03253358602523804
522,0.03237263113260269
523,0.03314606100320816
524,0.032595567405223846
525,0.03290616348385811
526,0.03199228271842003
527,0.03193829581141472
528,0.03158212825655937
529,0.0316152423620224
530,0.03206770122051239
531,0.0319962352514267
532,0.03274865075945854
533,0.03246934711933136
534,0.03303989768028259
535,0.03232652693986893
536,0.03247368335723877
537,0.03172051161527634
538,0.031705692410469055
539,0.03161851689219475
540,0.03163709491491318
541,0.03212674707174301
542,0.032029662281274796
543,0.03275767341256142
544,0.03249567374587059
545,0.033181920647621155
546,0.03251192346215248
547,0.03268874064087868
548,0.03180387243628502
549,0.03173080459237099
550,0.03155388683080673
551,0.03161369264125824
552,0.03214592859148979
553,0.0320407971739769
554,0.032772570848464966
555,0.03241116181015968
556,0.032870274037122726
557,0.03213730454444885
558,0.03221921622753143
559,0.03158051148056984
560,0.031586240977048874
561,0.031620826572179794
562,0.031629592180252075
563,0.03216773644089699
564,0.03205999359488487
565,0.03284561261534691
566,0.03257186710834503
567,0.03323643282055855
568,0.03250611945986748
569,0.0325855053961277
570,0.03166681528091431
571,0.03157556802034378
572,0.03159298747777939
573,0.03166503086686134
574,0.03236953914165497
575,0.03222755715250969
576,0.032857149839401245
577,0.03227463737130165
578,0.03240763768553734
579,0.03165702149271965
580,0.03160838410258293
581,0.031531400978565216
582,0.03156429901719093
583,0.03205897659063339
584,0.031974732875823975
585,0.03266735374927521
586,0.03232848271727562
587,0.032858770340681076
588,0.03219558298587799
589,0.03234143927693367
590,0.03162161260843277
591,0.0316096656024456
592,0.031509120017290115
593,0.0315224714577198
594,0.03191663324832916
595,0.031837135553359985
596,0.03247400373220444
597,0.032252922654151917
598,0.03291304036974907
599,0.03239927813410759
600,0.03275401517748833
601,0.03194678574800491
602,0.03192434832453728
603,0.0314599834382534
604,0.03147934377193451
605,0.0317358523607254
606,0.03171897307038307
607,0.0323302261531353
608,0.03213876858353615
609,0.032796766608953476
610,0.032313521951436996
611,0.03267018869519234
612,0.0319209098815918
613,0.031969714909791946
614,0.03147556632757187
615,0.03149320185184479
616,0.03162429854273796
617,0.031607311218976974
618,0.03214453533291817
619,0.03203469514846802
620,0.03279542550444603
621,0.03249814733862877
622,0.0331394299864769
623,0.03240528330206871
624,0.03247780725359917
625,0.03160953149199486
626,0.03152700513601303
627,0.03152070194482803
628,0.03158671036362648
629,0.03222595527768135
630,0.032068464905023575
631,0.032751619815826416
632,0.032248854637145996
633,0.03247759863734245
634,0.031691256910562515
635,0.03167436271905899
636,0.031421344727277756
637,0.03145662322640419
638,0.03186371922492981
639,0.031795989722013474
640,0.032454945147037506
641,0.032197460532188416
642,0.03285836800932884
643,0.032275211066007614
644,0.03250410035252571
645,0.031695496290922165
646,0.031670428812503815
647,0.03141777217388153
648,0.03144119307398796
649,0.03182219713926315
650,0.03177180886268616
651,0.03241008147597313
652,0.03213724493980408
653,0.032788243144750595
654,0.03223562240600586
655,0.03251214325428009
656,0.03174608573317528
657,0.03176308795809746
658,0.03141329810023308
659,0.031446754932403564
660,0.03166647627949715
661,0.03160027414560318
662,0.03214883804321289
663,0.03194761276245117
664,0.032622307538986206
665,0.03226213529706001
666,0.032873328775167465
667,0.032228220254182816
668,0.03246883675456047
669,0.03167261555790901
670,0.031654056161642075
671,0.031410954892635345
672,0.03143870085477829
673,0.03185193985700607
674,0.0317765437066555
675,0.03245843946933746
676,0.032191209495067596
677,0.03290460258722305
678,0.03233717754483223
679,0.03266432136297226
680,0.031819410622119904
681,0.03180960565805435
682,0.031376905739307404
683,0.03141001984477043
684,0.03176131099462509
685,0.03170689567923546
686,0.03237190470099449
687,0.032077666372060776
688,0.032675597816705704
689,0.03212640807032585
690,0.032412152737379074
691,0.031666290014982224
692,0.03169453889131546
693,0.03140467405319214
694,0.031429361552000046
695,0.031718142330646515
696,0.03163875266909599
697,0.03224579989910126
698,0.03206963092088699
699,0.03284474089741707
700,0.032452892512083054
701,0.03305942937731743
702,0.032259583473205566
703,0.0323001928627491
704,0.0314723365008831
705,0.031437527388334274
706,0.0315408781170845
707,0.03157460317015648
708,0.03226481005549431
709,0.03207477927207947
710,0.03273642435669899
711,0.03214427828788757
712,0.03232115879654884
713,0.03155762702226639
714,0.031539350748062134
715,0.031437840312719345
716,0.031462930142879486
717,0.03192928060889244
718,0.03180791437625885
719,0.0324828065931797
720,0.03215077519416809
721,0.03271615877747536
722,0.03206474706530571
723,0.032256145030260086
724,0.03154382482171059
725,0.03154129162430763
726,0.03143591806292534
727,0.031461890786886215
728,0.0319068469107151
729,0.03178835287690163
730,0.032484475523233414
731,0.032213449478149414
732,0.03285839036107063
733,0.03221685066819191
734,0.03246288001537323
735,0.031645767390728
736,0.03161989897489548
737,0.0314098484814167
738,0.031440138816833496
739,0.03189357742667198
740,0.03179316595196724
741,0.03249187022447586
742,0.03219178691506386
743,0.03274877741932869
744,0.03204730525612831
745,0.03217517212033272
746,0.03148400038480759
747,0.031487829983234406
748,0.03148955479264259
749,0.03149108216166496
750,0.03199349343776703
751,0.03186141327023506
752,0.03253050893545151
753,0.032163672149181366
754,0.032710280269384384
755,0.03204198181629181
756,0.03222031891345978
757,0.03153330087661743
758,0.03154350817203522
759,0.031468141824007034
760,0.03149264678359032
761,0.03196343779563904
762,0.03185758739709854
763,0.032620154321193695
764,0.032339442521333694
765,0.03300897777080536
766,0.03228768706321716
767,0.0324372835457325
768,0.03156878799200058
769,0.0315193235874176
770,0.031487684696912766
771,0.03152335435152054
772,0.03214223310351372
773,0.03198420628905296
774,0.03266563639044762
775,0.03217590972781181
776,0.032503582537174225
777,0.03170562908053398
778,0.03170546516776085
779,0.031401216983795166
780,0.03143925592303276
781,0.0318087600171566
782,0.031711384654045105
783,0.03235996514558792
784,0.03211326524615288
785,0.03271390497684479
786,0.032130539417266846
787,0.0324338898062706
788,0.03165819123387337
789,0.03165692090988159
790,0.031433962285518646
791,0.03145967796444893
792,0.03183094039559364
793,0.031735554337501526
794,0.03237644582986832
795,0.032124899327754974
796,0.03278598189353943
797,0.03221757337450981
798,0.03251837566494942
799,0.03170754760503769
800,0.031714264303445816
801,0.0314207449555397
802,0.03144994378089905
803,0.03176761418581009
804,0.03169255331158638
805,0.03230313956737518
806,0.03206023573875427
807,0.03269676864147186
808,0.03215951472520828
809,0.032503288239240646
810,0.03173812851309776
811,0.0317760594189167
812,0.03142605721950531
813,0.031452495604753494
814,0.031714387238025665
815,0.0316537506878376
816,0.03224783018231392
817,0.032075781375169754
818,0.032800983637571335
819,0.032342664897441864
820,0.03285190090537071
821,0.032012782990932465
822,0.03202538937330246
823,0.031417325139045715
824,0.0314340703189373
825,0.03167017176747322
826,0.03167186304926872
827,0.03235865756869316
828,0.0321386493742466
829,0.032780613750219345
830,0.0321844257414341
831,0.032442498952150345
832,0.03162476047873497
833,0.03159331902861595
834,0.03144553676247597
835,0.03148125857114792
836,0.03196181356906891
837,0.031854841858148575
838,0.0325423888862133
839,0.032208189368247986
840,0.032742999494075775
841,0.03202926740050316
842,0.03217233344912529
843,0.031475722789764404
844,0.03146404027938843
845,0.03158644959330559
846,0.0315915010869503
847,0.03217577189207077
848,0.032014135271310806
849,0.03270340710878372
850,0.03223032504320145
851,0.03257415071129799
852,0.03173113614320755
853,0.03173559904098511
854,0.031414009630680084
855,0.0314386822283268
856,0.03182242810726166
857,0.031769976019859314
858,0.03240451216697693
859,0.032118652015924454
860,0.03272361680865288
861,0.032095011323690414
862,0.032289694994688034
863,0.03152799233794212
864,0.031521622091531754
865,0.031510211527347565
866,0.03151167184114456
867,0.03200456127524376
868,0.03191804140806198
869,0.032622985541820526
870,0.032241687178611755
871,0.032749243080616
872,0.03194945678114891
873,0.03201509639620781
874,0.03142879530787468
875,0.03143462911248207
876,0.03166988119482994
877,0.03166760504245758
878,0.032310374081134796
879,0.03209635987877846
880,0.032748933881521225
881,0.03214048966765404
882,0.032357994467020035
883,0.03156508132815361
884,0.03156881779432297
885,0.031482528895139694
886,0.03149516135454178
887,0.0319749154150486
888,0.03188234567642212
889,0.032525643706321716
890,0.03216688707470894
891,0.03271492198109627
892,0.03198332339525223
893,0.03208719566464424
894,0.03146664798259735
895,0.031483713537454605
896,0.03161201998591423
897,0.031591303646564484
898,0.03212883695960045
899,0.031966567039489746
900,0.032610975205898285
901,0.03212976083159447
902,0.03251982480287552
903,0.031763724982738495
904,0.03181502968072891
905,0.03144841268658638
906,0.03146898373961449
907,0.03168068826198578
908,0.03164869174361229
909,0.032194558531045914
910,0.03202836588025093
911,0.03274643421173096
912,0.03225041925907135
913,0.03267277032136917
914,0.03189921751618385
915,0.03193984925746918
916,0.031427834182977676
917,0.031460151076316833
918,0.03168026730418205
919,0.0316544771194458
920,0.03226330131292343
921,0.03205854073166847
922,0.03274855390191078
923,0.03222086653113365
924,0.032604850828647614
925,0.0317915715277195
926,0.03179512917995453
927,0.03140889108181
928,0.03145367652177811
929,0.031777869910001755
930,0.03172006830573082
931,0.032349713146686554
932,0.03208360821008682
933,0.0326828770339489
934,0.03207302466034889
935,0.03231120854616165
936,0.031583961099386215
937,0.031606074422597885
938,0.03148075193166733
939,0.031497083604335785
940,0.031900905072689056
941,0.03181403875350952
942,0.0324460007250309
943,0.0321415439248085
944,0.03278858959674835
945,0.0321296788752079
946,0.03230329975485802
947,0.03155107796192169
948,0.031560931354761124
949,0.03150638937950134
950,0.031509872525930405
951,0.03197595477104187
952,0.03187938779592514
953,0.0325663685798645
954,0.032220155000686646
955,0.03279312700033188
956,0.03203439712524414
957,0.03215114027261734
958,0.031485818326473236
959,0.03148126229643822
960,0.03155313432216644
961,0.03156671300530434
962,0.03210004046559334
963,0.03191569074988365
964,0.032535821199417114
965,0.03209211677312851
966,0.03248594328761101
967,0.03174649551510811
968,0.031799670308828354
969,0.031427234411239624
970,0.03145981580018997
971,0.03166884556412697
972,0.03163090720772743
973,0.032177478075027466
974,0.0319681353867054
975,0.03265386447310448
976,0.03221266344189644
977,0.03268945962190628
978,0.03192037343978882
979,0.03201131895184517
980,0.03146551176905632
981,0.03147173300385475
982,0.031590014696121216
983,0.03158126026391983
984,0.032086081802845
985,0.03190936893224716
986,0.03258315846323967
987,0.03216628357768059
988,0.03262442722916603
989,0.031874313950538635
990,0.03199886158108711
991,0.03146543726325035
992,0.03148483857512474
993,0.031555768102407455
994,0.03155316039919853
995,0.03198797255754471
996,0.03182290121912956
997,0.032443322241306305
998,0.032094355672597885
999,0.032684002071619034
